,transaction_id,card_id,transaction_date,transaction_time,payment_method,full_price,forma_bandeira,forma_pagamento,bandeira
14718,2062019-04-2709:30:15,5790,2019-04-27,09:30:15,Cartão,1.0,credito - mastercard,credito,mastercard
14719,2062019-04-2814:20:49,0,2019-04-28,14:20:49,Dinheiro,9.0,credito - elo,credito,elo
14720,2062019-04-2910:05:56,0,2019-04-29,10:05:56,Dinheiro,5.0,debito - visa,debito,visa
14721,2062019-04-2914:23:20,5294,2019-04-29,14:23:20,Cartão,2.5,credito - visa,credito,visa
14722,20622019-04-0112:55:36,8166,2019-04-01,12:55:36,Cartão,3.0,debito - visa,debito,visa
14723,20622019-04-0417:09:28,709,2019-04-04,17:09:28,Cartão,2.0,voucher - alelo,voucher,alelo
14724,20622019-04-0508:44:32,5924,2019-04-05,08:44:32,Cartão,3.75,voucher - vr,voucher,vr
14725,20622019-04-1813:14:38,5523,2019-04-18,13:14:38,Cartão,4.4,credito - visa,credito,visa
14726,20622019-04-1915:42:58,0,2019-04-19,15:42:58,Dinheiro,5.0,credito - elo,credito,elo
14727,20622019-04-2317:58:45,0,2019-04-23,17:58:45,Dinheiro,2.5,debito - visa,debito,visa
14728,20622019-04-2611:51:36,670,2019-04-26,11:51:36,Cartão,6.2,debito - elo,debito,elo
14729,20632019-04-0109:10:04,8109,2019-04-01,09:10:04,Cartão,6.0,voucher - sodexo,voucher,sodexo
14730,20632019-04-0313:08:59,763,2019-04-03,13:08:59,Cartão,3.0,voucher - ticket,voucher,ticket
14731,20632019-04-0413:35:36,5544,2019-04-04,13:35:36,Cartão,2.55,credito - visa,credito,visa
14732,20632019-04-1813:46:46,0,2019-04-18,13:46:46,Dinheiro,6.75,debito - visa,debito,visa
14733,20632019-04-1913:37:40,0,2019-04-19,13:37:40,Dinheiro,2.2,credito - mastercard,credito,mastercard
14734,20632019-04-2215:39:18,8183,2019-04-22,15:39:18,Cartão,3.5,voucher - alelo,voucher,alelo
14735,20632019-04-2609:26:38,0,2019-04-26,09:26:38,Dinheiro,5.0,debito - visa,debito,visa
14736,20642019-04-0110:10:11,5630,2019-04-01,10:10:11,Cartão,4.75,credito - mastercard,credito,mastercard
14737,20642019-04-0218:31:36,526,2019-04-02,18:31:36,Cartão,4.25,voucher - vr,voucher,vr
14738,20642019-04-0613:13:47,8386,2019-04-06,13:13:47,Cartão,5.0,voucher - ticket,voucher,ticket
14739,20642019-04-1618:18:47,0,2019-04-16,18:18:47,Dinheiro,3.8,credito - elo,credito,elo
14740,20642019-04-1914:33:46,0,2019-04-19,14:33:46,Dinheiro,4.0,debito - visa,debito,visa
14741,20642019-04-2312:02:26,8289,2019-04-23,12:02:26,Cartão,6.0,credito - mastercard,credito,mastercard
14742,20642019-04-2618:05:56,0,2019-04-26,18:05:56,Dinheiro,3.5,credito - visa,credito,visa
14743,20652019-04-0115:00:54,5473,2019-04-01,15:00:54,Cartão,6.25,voucher - vr,voucher,vr
14744,20652019-04-0411:43:04,8189,2019-04-04,11:43:04,Cartão,2.5,debito - elo,debito,elo
14745,20652019-04-0513:20:33,300,2019-04-05,13:20:33,Cartão,3.0,credito - mastercard,credito,mastercard
14746,20652019-04-1911:36:21,0,2019-04-19,11:36:21,Dinheiro,11.25,voucher - vr,voucher,vr
14747,20652019-04-1916:52:43,0,2019-04-19,16:52:43,Dinheiro,3.0,voucher - alelo,voucher,alelo
14748,20652019-04-2310:52:01,0,2019-04-23,10:52:01,Dinheiro,7.0,debito - visa,debito,visa
14749,20652019-04-2516:59:48,8138,2019-04-25,16:59:48,Cartão,3.1,debito - elo,debito,elo
14750,20662019-04-0118:11:39,5273,2019-04-01,18:11:39,Cartão,6.6,credito - mastercard,credito,mastercard
14751,20662019-04-0216:39:22,8323,2019-04-02,16:39:22,Cartão,6.2,voucher - vr,voucher,vr
14752,20662019-04-0314:53:12,162,2019-04-03,14:53:12,Cartão,6.5,voucher - ticket,voucher,ticket
14753,20662019-04-1512:29:41,0,2019-04-15,12:29:41,Dinheiro,8.25,credito - visa,credito,visa
14754,20662019-04-1517:49:29,0,2019-04-15,17:49:29,Dinheiro,6.0,debito - visa,debito,visa
14755,20662019-04-2314:22:39,0,2019-04-23,14:22:39,Dinheiro,3.0,voucher - ticket,voucher,ticket
14756,20662019-04-2709:10:47,0,2019-04-27,09:10:47,Dinheiro,10.5,voucher - vr,voucher,vr
14757,20672019-04-0112:44:32,387,2019-04-01,12:44:32,Cartão,2.5,debito - visa,debito,visa
14758,20672019-04-0211:24:45,5417,2019-04-02,11:24:45,Cartão,7.75,debito - mastercard,debito,mastercard
14759,20672019-04-0409:58:13,8397,2019-04-04,09:58:13,Cartão,5.0,voucher - ticket,voucher,ticket
14760,20672019-04-1713:26:40,0,2019-04-17,13:26:40,Dinheiro,3.8,voucher - sodexo,voucher,sodexo
14761,20672019-04-1812:28:52,0,2019-04-18,12:28:52,Dinheiro,9.0,debito - elo,debito,elo
14762,20672019-04-2417:08:06,405,2019-04-24,17:08:06,Cartão,2.5,voucher - ticket,voucher,ticket
14763,20672019-04-2616:15:36,0,2019-04-26,16:15:36,Dinheiro,3.0,voucher - vr,voucher,vr
14764,20682019-04-0214:37:44,8494,2019-04-02,14:37:44,Cartão,5.0,voucher - sodexo,voucher,sodexo
14765,20682019-04-0216:11:04,615,2019-04-02,16:11:04,Cartão,3.75,credito - mastercard,credito,mastercard
14766,20682019-04-0413:50:28,5119,2019-04-04,13:50:28,Cartão,9.25,credito - visa,credito,visa
14767,20682019-04-1512:37:39,0,2019-04-15,12:37:39,Dinheiro,8.5,voucher - ticket,voucher,ticket
14768,20682019-04-1816:59:19,5550,2019-04-18,16:59:19,Cartão,12.75,voucher - alelo,voucher,alelo
14769,20682019-04-2215:58:42,0,2019-04-22,15:58:42,Dinheiro,5.0,voucher - vr,voucher,vr
14770,20682019-04-2417:10:36,0,2019-04-24,17:10:36,Dinheiro,3.0,credito - visa,credito,visa
14771,20692019-04-0312:31:47,375,2019-04-03,12:31:47,Cartão,9.0,credito - visa,credito,visa
14772,20692019-04-0318:17:44,5800,2019-04-03,18:17:44,Cartão,2.5,credito - mastercard,credito,mastercard
14773,20692019-04-0614:26:26,8059,2019-04-06,14:26:26,Cartão,6.35,credito - elo,credito,elo
14774,20692019-04-1912:32:24,0,2019-04-19,12:32:24,Dinheiro,5.0,debito - visa,debito,visa
14775,20692019-04-1913:59:23,0,2019-04-19,13:59:23,Dinheiro,6.0,debito - visa,debito,visa
14776,20692019-04-2207:39:29,247,2019-04-22,07:39:29,Cartão,2.0,voucher - alelo,voucher,alelo
14777,20692019-04-2512:11:39,8188,2019-04-25,12:11:39,Cartão,6.2,credito - mastercard,credito,mastercard
14778,20702019-04-0114:33:43,689,2019-04-01,14:33:43,Cartão,6.0,voucher - sodexo,voucher,sodexo
14779,20702019-04-0218:17:58,5790,2019-04-02,18:17:58,Cartão,8.5,credito - elo,credito,elo
14780,20702019-04-0314:49:39,8302,2019-04-03,14:49:39,Cartão,6.0,voucher - alelo,voucher,alelo
14781,20702019-04-1511:42:17,0,2019-04-15,11:42:17,Dinheiro,2.5,voucher - ticket,voucher,ticket
14782,20702019-04-1614:15:46,0,2019-04-16,14:15:46,Dinheiro,5.05,debito - elo,debito,elo
14783,20702019-04-2219:56:11,0,2019-04-22,19:56:11,Dinheiro,6.0,debito - visa,debito,visa
14784,20702019-04-2314:15:36,0,2019-04-23,14:15:36,Dinheiro,3.5,debito - elo,debito,elo
14785,20712019-04-0415:16:31,490,2019-04-04,15:16:31,Cartão,7.5,credito - mastercard,credito,mastercard
14786,20712019-04-0415:47:04,5532,2019-04-04,15:47:04,Cartão,6.0,voucher - ticket,voucher,ticket
14787,20712019-04-0614:37:35,8440,2019-04-06,14:37:35,Cartão,3.5,credito - mastercard,credito,mastercard
14788,20712019-04-1718:12:27,5395,2019-04-17,18:12:27,Cartão,7.5,voucher - alelo,voucher,alelo
14789,20712019-04-1815:44:09,0,2019-04-18,15:44:09,Dinheiro,2.5,voucher - alelo,voucher,alelo
14790,20712019-04-2309:34:13,0,2019-04-23,09:34:13,Dinheiro,2.2,credito - visa,credito,visa
14791,20712019-04-2516:29:22,0,2019-04-25,16:29:22,Dinheiro,6.0,voucher - ticket,voucher,ticket
14792,2072019-04-0416:57:41,239,2019-04-04,16:57:41,Cartão,4.9,debito - elo,debito,elo
14793,2072019-04-0508:22:36,8180,2019-04-05,08:22:36,Cartão,2.5,credito - elo,credito,elo
14794,2072019-04-0508:27:48,5637,2019-04-05,08:27:48,Cartão,3.0,voucher - sodexo,voucher,sodexo
14795,2072019-04-0619:56:59,527,2019-04-06,19:56:59,Cartão,2.2,voucher - ticket,voucher,ticket
14796,2072019-04-0708:36:25,626,2019-04-07,08:36:25,Cartão,6.0,voucher - alelo,voucher,alelo
14797,2072019-04-0709:44:18,0,2019-04-07,09:44:18,Dinheiro,3.75,voucher - ticket,voucher,ticket
14798,2072019-04-0710:29:12,5083,2019-04-07,10:29:12,Cartão,3.0,voucher - ticket,voucher,ticket
14799,2072019-04-0808:31:00,5704,2019-04-08,08:31:00,Cartão,11.25,voucher - sodexo,voucher,sodexo
14800,2072019-04-0809:50:51,0,2019-04-08,09:50:51,Dinheiro,3.75,credito - visa,credito,visa
14801,2072019-04-0815:10:19,734,2019-04-08,15:10:19,Cartão,1.0,credito - visa,credito,visa
14802,2072019-04-0907:15:46,0,2019-04-09,07:15:46,Dinheiro,1.0,debito - visa,debito,visa
14803,2072019-04-0909:45:47,0,2019-04-09,09:45:47,Dinheiro,3.75,voucher - vr,voucher,vr
14804,2072019-04-0910:20:04,5052,2019-04-09,10:20:04,Cartão,3.75,voucher - alelo,voucher,alelo
14805,2072019-04-1006:02:43,0,2019-04-10,06:02:43,Dinheiro,3.75,credito - visa,credito,visa
14806,2072019-04-1008:23:39,717,2019-04-10,08:23:39,Cartão,1.0,debito - elo,debito,elo
14807,2072019-04-1008:34:05,8345,2019-04-10,08:34:05,Cartão,3.75,voucher - sodexo,voucher,sodexo
14808,2072019-04-1107:13:16,5139,2019-04-11,07:13:16,Cartão,3.75,voucher - sodexo,voucher,sodexo
14809,2072019-04-1110:11:55,0,2019-04-11,10:11:55,Dinheiro,1.0,debito - mastercard,debito,mastercard
14810,2072019-04-1111:05:06,0,2019-04-11,11:05:06,Dinheiro,3.75,debito - mastercard,debito,mastercard
14811,2072019-04-1207:41:34,8440,2019-04-12,07:41:34,Cartão,7.5,voucher - ticket,voucher,ticket
14812,2072019-04-1208:07:31,5392,2019-04-12,08:07:31,Cartão,3.75,credito - elo,credito,elo
14813,2072019-04-1210:24:37,0,2019-04-12,10:24:37,Dinheiro,1.0,debito - mastercard,debito,mastercard
14814,2072019-04-1309:34:29,8291,2019-04-13,09:34:29,Cartão,7.5,voucher - vr,voucher,vr
14815,2072019-04-1310:49:56,0,2019-04-13,10:49:56,Dinheiro,1.0,voucher - sodexo,voucher,sodexo
14816,2072019-04-1408:28:46,646,2019-04-14,08:28:46,Cartão,3.5,credito - visa,credito,visa
14817,2072019-04-1509:07:22,0,2019-04-15,09:07:22,Dinheiro,2.0,voucher - ticket,voucher,ticket
14818,2072019-04-1606:10:21,0,2019-04-16,06:10:21,Dinheiro,1.0,debito - visa,debito,visa
14819,2072019-04-1710:30:44,0,2019-04-17,10:30:44,Dinheiro,3.75,credito - visa,credito,visa
14820,2072019-04-1909:07:22,0,2019-04-19,09:07:22,Dinheiro,6.0,voucher - vr,voucher,vr
14821,2072019-04-2010:09:21,0,2019-04-20,10:09:21,Dinheiro,1.0,debito - visa,debito,visa
14822,2072019-04-2010:12:13,0,2019-04-20,10:12:13,Dinheiro,2.0,voucher - vr,voucher,vr
14823,2072019-04-2108:20:36,0,2019-04-21,08:20:36,Dinheiro,3.75,debito - mastercard,debito,mastercard
14824,2072019-04-2108:28:46,646,2019-04-21,08:28:46,Cartão,1.0,voucher - alelo,voucher,alelo
14825,2072019-04-2209:22:02,0,2019-04-22,09:22:02,Dinheiro,2.0,credito - visa,credito,visa
14826,2072019-04-2507:08:14,8466,2019-04-25,07:08:14,Cartão,3.75,voucher - alelo,voucher,alelo
14827,2072019-04-2612:12:18,404,2019-04-26,12:12:18,Cartão,4.0,voucher - vr,voucher,vr
14828,2072019-04-2709:49:35,0,2019-04-27,09:49:35,Dinheiro,7.5,debito - visa,debito,visa
14829,2072019-04-2710:04:53,0,2019-04-27,10:04:53,Dinheiro,1.0,credito - visa,credito,visa
14830,2072019-04-2815:55:57,5341,2019-04-28,15:55:57,Cartão,4.4,credito - visa,credito,visa
14831,2072019-04-2819:22:44,8080,2019-04-28,19:22:44,Cartão,2.0,credito - visa,credito,visa
14832,20722019-04-0212:46:27,8054,2019-04-02,12:46:27,Cartão,4.5,debito - mastercard,debito,mastercard
14833,20722019-04-0311:02:48,5004,2019-04-03,11:02:48,Cartão,2.5,credito - elo,credito,elo
14834,20722019-04-0317:38:55,55,2019-04-03,17:38:55,Cartão,2.5,debito - visa,debito,visa
14835,20722019-04-1712:28:04,0,2019-04-17,12:28:04,Dinheiro,7.0,voucher - alelo,voucher,alelo
14836,20722019-04-1718:49:31,0,2019-04-17,18:49:31,Dinheiro,3.1,debito - mastercard,debito,mastercard
14837,20722019-04-2417:37:04,8061,2019-04-24,17:37:04,Cartão,2.5,debito - mastercard,debito,mastercard
14838,20722019-04-2512:05:17,448,2019-04-25,12:05:17,Cartão,3.0,voucher - ticket,voucher,ticket
14839,20732019-04-0216:19:23,5393,2019-04-02,16:19:23,Cartão,11.5,credito - mastercard,credito,mastercard
14840,20732019-04-0409:40:58,8428,2019-04-04,09:40:58,Cartão,3.5,voucher - sodexo,voucher,sodexo
14841,20732019-04-0513:13:55,354,2019-04-05,13:13:55,Cartão,9.25,voucher - vr,voucher,vr
14842,20732019-04-1616:41:44,0,2019-04-16,16:41:44,Dinheiro,2.5,credito - visa,credito,visa
14843,20732019-04-1819:56:26,0,2019-04-18,19:56:26,Dinheiro,5.0,credito - mastercard,credito,mastercard
14844,20732019-04-2218:36:36,0,2019-04-22,18:36:36,Dinheiro,6.0,voucher - vr,voucher,vr
14845,20732019-04-2907:01:51,315,2019-04-29,07:01:51,Cartão,2.5,voucher - ticket,voucher,ticket
14846,20742019-04-0409:52:28,5367,2019-04-04,09:52:28,Cartão,2.45,credito - elo,credito,elo
14847,20742019-04-0418:05:17,733,2019-04-04,18:05:17,Cartão,2.45,voucher - sodexo,voucher,sodexo
14848,20742019-04-0619:41:02,8081,2019-04-06,19:41:02,Cartão,5.0,voucher - alelo,voucher,alelo
14849,20742019-04-1812:06:01,0,2019-04-18,12:06:01,Dinheiro,8.3,debito - mastercard,debito,mastercard
14850,20742019-04-1912:59:51,0,2019-04-19,12:59:51,Dinheiro,6.25,debito - visa,debito,visa
14851,20742019-04-2310:30:21,0,2019-04-23,10:30:21,Dinheiro,3.0,debito - elo,debito,elo
14852,20742019-04-2614:15:31,8255,2019-04-26,14:15:31,Cartão,2.5,credito - elo,credito,elo
14853,20752019-04-0116:15:31,8428,2019-04-01,16:15:31,Cartão,6.0,debito - elo,debito,elo
14854,20752019-04-0311:41:57,5657,2019-04-03,11:41:57,Cartão,5.0,voucher - alelo,voucher,alelo
14855,20752019-04-0512:11:13,763,2019-04-05,12:11:13,Cartão,8.5,credito - visa,credito,visa
14856,20752019-04-1815:12:29,8426,2019-04-18,15:12:29,Cartão,5.0,credito - mastercard,credito,mastercard
14857,20752019-04-1915:31:34,5124,2019-04-19,15:31:34,Cartão,6.05,voucher - sodexo,voucher,sodexo
14858,20752019-04-2513:16:56,0,2019-04-25,13:16:56,Dinheiro,3.5,credito - visa,credito,visa
14859,20752019-04-2819:01:55,0,2019-04-28,19:01:55,Dinheiro,7.25,voucher - sodexo,voucher,sodexo
14860,20762019-04-0219:28:16,648,2019-04-02,19:28:16,Cartão,4.4,voucher - alelo,voucher,alelo
14861,20762019-04-0312:09:44,8009,2019-04-03,12:09:44,Cartão,3.5,debito - mastercard,debito,mastercard
14862,20762019-04-0407:28:00,5677,2019-04-04,07:28:00,Cartão,6.0,debito - mastercard,debito,mastercard
14863,20762019-04-1514:49:51,8205,2019-04-15,14:49:51,Cartão,3.0,credito - mastercard,credito,mastercard
14864,20762019-04-1715:57:52,0,2019-04-17,15:57:52,Dinheiro,8.25,voucher - alelo,voucher,alelo
14865,20762019-04-2418:11:39,0,2019-04-24,18:11:39,Dinheiro,7.5,credito - mastercard,credito,mastercard
14866,20762019-04-2619:50:44,0,2019-04-26,19:50:44,Dinheiro,6.0,credito - elo,credito,elo
14867,20772019-04-0111:25:35,188,2019-04-01,11:25:35,Cartão,6.0,credito - elo,credito,elo
14868,20772019-04-0114:37:48,5866,2019-04-01,14:37:48,Cartão,2.5,credito - visa,credito,visa
14869,20772019-04-0617:28:23,8326,2019-04-06,17:28:23,Cartão,2.5,voucher - ticket,voucher,ticket
14870,20772019-04-1615:32:39,0,2019-04-16,15:32:39,Dinheiro,9.0,debito - mastercard,debito,mastercard
14871,20772019-04-1715:30:42,0,2019-04-17,15:30:42,Dinheiro,7.0,voucher - alelo,voucher,alelo
14872,20772019-04-2511:31:23,0,2019-04-25,11:31:23,Dinheiro,2.5,credito - mastercard,credito,mastercard
14873,20772019-04-2907:02:10,0,2019-04-29,07:02:10,Dinheiro,2.5,credito - mastercard,credito,mastercard
14874,20782019-04-0316:35:33,8044,2019-04-03,16:35:33,Cartão,6.0,debito - mastercard,debito,mastercard
14875,20782019-04-0409:38:37,5911,2019-04-04,09:38:37,Cartão,6.0,credito - visa,credito,visa
14876,20782019-04-0511:23:46,240,2019-04-05,11:23:46,Cartão,2.2,credito - mastercard,credito,mastercard
14877,20782019-04-1616:15:04,0,2019-04-16,16:15:04,Dinheiro,12.5,debito - mastercard,debito,mastercard
14878,20782019-04-1711:39:36,0,2019-04-17,11:39:36,Dinheiro,6.0,credito - elo,credito,elo
14879,20782019-04-2216:54:21,0,2019-04-22,16:54:21,Dinheiro,2.55,voucher - ticket,voucher,ticket
14880,20782019-04-2416:07:13,0,2019-04-24,16:07:13,Dinheiro,4.5,voucher - sodexo,voucher,sodexo
14881,20792019-04-0214:51:43,709,2019-04-02,14:51:43,Cartão,7.5,voucher - ticket,voucher,ticket
14882,20792019-04-0219:14:05,8437,2019-04-02,19:14:05,Cartão,2.5,credito - visa,credito,visa
14883,20792019-04-0511:39:46,5291,2019-04-05,11:39:46,Cartão,2.55,debito - elo,debito,elo
14884,20792019-04-1612:17:02,0,2019-04-16,12:17:02,Dinheiro,6.0,credito - mastercard,credito,mastercard
14885,20792019-04-1915:33:20,8206,2019-04-19,15:33:20,Cartão,10.75,voucher - vr,voucher,vr
14886,20792019-04-2219:43:53,0,2019-04-22,19:43:53,Dinheiro,7.0,voucher - vr,voucher,vr
14887,20792019-04-2612:39:31,228,2019-04-26,12:39:31,Cartão,7.5,voucher - vr,voucher,vr
14888,20802019-04-0116:07:39,8251,2019-04-01,16:07:39,Cartão,3.75,debito - mastercard,debito,mastercard
14889,20802019-04-0116:10:59,5900,2019-04-01,16:10:59,Cartão,6.25,debito - mastercard,debito,mastercard
14890,20802019-04-0416:01:34,618,2019-04-04,16:01:34,Cartão,2.2,debito - mastercard,debito,mastercard
14891,20802019-04-1515:59:59,0,2019-04-15,15:59:59,Dinheiro,2.5,debito - elo,debito,elo
14892,20802019-04-1517:52:03,0,2019-04-15,17:52:03,Dinheiro,6.0,debito - mastercard,debito,mastercard
14893,20802019-04-2613:39:14,8204,2019-04-26,13:39:14,Cartão,6.0,voucher - alelo,voucher,alelo
14894,20802019-04-2915:07:16,446,2019-04-29,15:07:16,Cartão,3.5,debito - elo,debito,elo
14895,20812019-04-0111:15:02,393,2019-04-01,11:15:02,Cartão,7.0,debito - visa,debito,visa
14896,20812019-04-0117:57:04,8202,2019-04-01,17:57:04,Cartão,8.5,voucher - sodexo,voucher,sodexo
14897,20812019-04-0509:41:38,5040,2019-04-05,09:41:38,Cartão,4.4,debito - visa,debito,visa
14898,20812019-04-1514:47:04,0,2019-04-15,14:47:04,Dinheiro,3.0,credito - visa,credito,visa
14899,20812019-04-1618:18:18,0,2019-04-16,18:18:18,Dinheiro,3.5,debito - mastercard,debito,mastercard
14900,20812019-04-2616:59:50,0,2019-04-26,16:59:50,Dinheiro,3.0,voucher - vr,voucher,vr
14901,20812019-04-2617:24:19,0,2019-04-26,17:24:19,Dinheiro,3.75,credito - elo,credito,elo
14902,2082019-04-0219:18:00,737,2019-04-02,19:18:00,Cartão,3.75,voucher - sodexo,voucher,sodexo
14903,2082019-04-0309:17:27,5933,2019-04-03,09:17:27,Cartão,3.0,credito - mastercard,credito,mastercard
14904,2082019-04-0413:01:39,8410,2019-04-04,13:01:39,Cartão,7.5,voucher - alelo,voucher,alelo
14905,2082019-04-0616:01:15,474,2019-04-06,16:01:15,Cartão,5.0,debito - visa,debito,visa
14906,2082019-04-0708:16:00,5701,2019-04-07,08:16:00,Cartão,1.0,debito - mastercard,debito,mastercard
14907,2082019-04-0708:22:27,0,2019-04-07,08:22:27,Dinheiro,3.75,debito - mastercard,debito,mastercard
14908,2082019-04-0710:46:25,72,2019-04-07,10:46:25,Cartão,3.0,credito - mastercard,credito,mastercard
14909,2082019-04-0808:01:31,5132,2019-04-08,08:01:31,Cartão,3.75,voucher - ticket,voucher,ticket
14910,2082019-04-0810:22:03,0,2019-04-08,10:22:03,Dinheiro,7.5,voucher - ticket,voucher,ticket
14911,2082019-04-0812:12:47,0,2019-04-08,12:12:47,Dinheiro,2.0,voucher - vr,voucher,vr
14912,2082019-04-0910:34:20,66,2019-04-09,10:34:20,Cartão,1.0,credito - mastercard,credito,mastercard
14913,2082019-04-0910:55:55,0,2019-04-09,10:55:55,Dinheiro,3.75,voucher - alelo,voucher,alelo
14914,2082019-04-0911:18:44,0,2019-04-09,11:18:44,Dinheiro,3.75,voucher - vr,voucher,vr
14915,2082019-04-1009:57:51,5563,2019-04-10,09:57:51,Cartão,3.75,voucher - alelo,voucher,alelo
14916,2082019-04-1010:09:56,8330,2019-04-10,10:09:56,Cartão,3.75,voucher - vr,voucher,vr
14917,2082019-04-1010:55:40,277,2019-04-10,10:55:40,Cartão,1.0,credito - mastercard,credito,mastercard
14918,2082019-04-1106:47:45,8495,2019-04-11,06:47:45,Cartão,7.5,debito - visa,debito,visa
14919,2082019-04-1108:35:55,14,2019-04-11,08:35:55,Cartão,1.0,voucher - vr,voucher,vr
14920,2082019-04-1110:42:00,5440,2019-04-11,10:42:00,Cartão,3.75,voucher - sodexo,voucher,sodexo
14921,2082019-04-1207:26:35,539,2019-04-12,07:26:35,Cartão,1.0,debito - mastercard,debito,mastercard
14922,2082019-04-1209:04:28,5396,2019-04-12,09:04:28,Cartão,3.75,credito - visa,credito,visa
14923,2082019-04-1210:42:07,8195,2019-04-12,10:42:07,Cartão,3.75,voucher - sodexo,voucher,sodexo
14924,2082019-04-1307:48:55,5243,2019-04-13,07:48:55,Cartão,3.75,debito - elo,debito,elo
14925,2082019-04-1308:03:26,8327,2019-04-13,08:03:26,Cartão,7.5,voucher - vr,voucher,vr
14926,2082019-04-1310:00:19,0,2019-04-13,10:00:19,Dinheiro,2.0,credito - mastercard,credito,mastercard
14927,2082019-04-1410:07:10,0,2019-04-14,10:07:10,Dinheiro,3.75,voucher - sodexo,voucher,sodexo
14928,2082019-04-1410:55:09,0,2019-04-14,10:55:09,Dinheiro,7.5,voucher - ticket,voucher,ticket
14929,2082019-04-1410:55:47,202,2019-04-14,10:55:47,Cartão,12.7,voucher - vr,voucher,vr
14930,2082019-04-1606:55:22,0,2019-04-16,06:55:22,Dinheiro,3.75,debito - visa,debito,visa
14931,2082019-04-1610:03:10,5906,2019-04-16,10:03:10,Cartão,1.0,voucher - alelo,voucher,alelo
14932,2082019-04-1809:35:03,0,2019-04-18,09:35:03,Dinheiro,1.0,debito - mastercard,debito,mastercard
14933,2082019-04-2009:07:48,0,2019-04-20,09:07:48,Dinheiro,2.0,debito - mastercard,debito,mastercard
14934,2082019-04-2009:54:13,5485,2019-04-20,09:54:13,Cartão,1.0,voucher - alelo,voucher,alelo
14935,2082019-04-2109:51:43,0,2019-04-21,09:51:43,Dinheiro,7.5,credito - mastercard,credito,mastercard
14936,2082019-04-2110:55:47,202,2019-04-21,10:55:47,Cartão,2.0,credito - mastercard,credito,mastercard
14937,2082019-04-2206:36:15,0,2019-04-22,06:36:15,Dinheiro,3.75,credito - elo,credito,elo
14938,2082019-04-2406:20:17,0,2019-04-24,06:20:17,Dinheiro,1.0,voucher - sodexo,voucher,sodexo
14939,2082019-04-2619:06:57,317,2019-04-26,19:06:57,Cartão,6.75,credito - elo,credito,elo
14940,2082019-04-2708:54:18,0,2019-04-27,08:54:18,Dinheiro,3.75,voucher - ticket,voucher,ticket
14941,2082019-04-2708:56:42,0,2019-04-27,08:56:42,Dinheiro,3.0,credito - visa,credito,visa
14942,2082019-04-2915:05:36,0,2019-04-29,15:05:36,Dinheiro,8.25,credito - visa,credito,visa
14943,2082019-04-2916:20:29,5674,2019-04-29,16:20:29,Cartão,5.0,voucher - ticket,voucher,ticket
14944,20822019-04-0208:14:48,8194,2019-04-02,08:14:48,Cartão,3.0,debito - mastercard,debito,mastercard
14945,20822019-04-0515:51:59,244,2019-04-05,15:51:59,Cartão,7.0,debito - elo,debito,elo
14946,20822019-04-0617:12:08,5106,2019-04-06,17:12:08,Cartão,5.0,voucher - sodexo,voucher,sodexo
14947,20822019-04-1515:46:36,0,2019-04-15,15:46:36,Dinheiro,2.5,voucher - sodexo,voucher,sodexo
14948,20822019-04-1718:11:06,0,2019-04-17,18:11:06,Dinheiro,7.0,credito - mastercard,credito,mastercard
14949,20822019-04-2407:37:32,0,2019-04-24,07:37:32,Dinheiro,6.75,debito - elo,debito,elo
14950,20822019-04-2412:30:49,8138,2019-04-24,12:30:49,Cartão,6.85,debito - mastercard,debito,mastercard
14951,20832019-04-0113:36:54,150,2019-04-01,13:36:54,Cartão,5.0,credito - visa,credito,visa
14952,20832019-04-0213:35:24,8150,2019-04-02,13:35:24,Cartão,6.0,voucher - alelo,voucher,alelo
14953,20832019-04-0313:01:11,5682,2019-04-03,13:01:11,Cartão,5.95,credito - visa,credito,visa
14954,20832019-04-1613:25:02,0,2019-04-16,13:25:02,Dinheiro,2.0,credito - visa,credito,visa
14955,20832019-04-1616:35:37,0,2019-04-16,16:35:37,Dinheiro,6.0,debito - elo,debito,elo
14956,20832019-04-2418:33:31,0,2019-04-24,18:33:31,Dinheiro,2.5,voucher - ticket,voucher,ticket
14957,20832019-04-2910:51:03,0,2019-04-29,10:51:03,Dinheiro,7.0,voucher - sodexo,voucher,sodexo
14958,20842019-04-0217:06:36,5479,2019-04-02,17:06:36,Cartão,2.5,credito - elo,credito,elo
14959,20842019-04-0416:44:43,8268,2019-04-04,16:44:43,Cartão,6.75,voucher - alelo,voucher,alelo
14960,20842019-04-0513:56:56,460,2019-04-05,13:56:56,Cartão,2.5,credito - visa,credito,visa
14961,20842019-04-1717:52:34,5931,2019-04-17,17:52:34,Cartão,5.45,credito - elo,credito,elo
14962,20842019-04-1819:32:30,8313,2019-04-18,19:32:30,Cartão,3.0,credito - visa,credito,visa
14963,20842019-04-2318:24:47,0,2019-04-23,18:24:47,Dinheiro,8.0,debito - mastercard,debito,mastercard
14964,20842019-04-2611:20:11,0,2019-04-26,11:20:11,Dinheiro,3.1,debito - mastercard,debito,mastercard
14965,20852019-04-0113:06:47,8029,2019-04-01,13:06:47,Cartão,9.0,voucher - alelo,voucher,alelo
14966,20852019-04-0118:02:00,676,2019-04-01,18:02:00,Cartão,2.5,debito - elo,debito,elo
14967,20852019-04-0609:46:56,5928,2019-04-06,09:46:56,Cartão,5.0,debito - visa,debito,visa
