transaction_id,card_id,transaction_date,transaction_time,payment_method,full_price,forma_pagamento,bandeira
2462019-04-1509:39:03,0,2019-04-15,09:39:03,Dinheiro,7.0,credito,elo
2462019-04-1706:45:22,8471,2019-04-17,06:45:22,Cartão,2.5,debito,visa
2462019-04-1707:23:05,0,2019-04-17,07:23:05,Dinheiro,7.3,voucher,sodexo
2462019-04-1909:39:03,0,2019-04-19,09:39:03,Dinheiro,7.0,voucher,vr
2462019-04-2007:41:31,678,2019-04-20,07:41:31,Cartão,2.45,debito,mastercard
2462019-04-2008:51:47,0,2019-04-20,08:51:47,Dinheiro,2.5,voucher,ticket
2462019-04-2009:17:10,5760,2019-04-20,09:17:10,Cartão,3.1,credito,elo
2462019-04-2119:34:06,0,2019-04-21,19:34:06,Dinheiro,5.0,voucher,sodexo
2462019-04-2218:58:37,670,2019-04-22,18:58:37,Cartão,9.5,voucher,vr
2462019-04-2409:37:41,0,2019-04-24,09:37:41,Dinheiro,3.0,voucher,ticket
2462019-04-2609:22:13,0,2019-04-26,09:22:13,Dinheiro,4.5,credito,mastercard
2462019-04-2709:05:40,8400,2019-04-27,09:05:40,Cartão,3.0,voucher,alelo
2462019-04-2710:37:30,5494,2019-04-27,10:37:30,Cartão,24.0,voucher,alelo
2462019-04-2810:36:31,5714,2019-04-28,10:36:31,Cartão,2.5,credito,mastercard
2462019-04-2811:33:42,0,2019-04-28,11:33:42,Dinheiro,2.5,credito,mastercard
24622019-04-0311:52:26,5762,2019-04-03,11:52:26,Cartão,6.0,voucher,alelo
24622019-04-0319:58:26,8444,2019-04-03,19:58:26,Cartão,5.0,credito,visa
24622019-04-0417:05:47,651,2019-04-04,17:05:47,Cartão,7.0,debito,elo
24622019-04-2517:02:25,0,2019-04-25,17:02:25,Dinheiro,5.0,debito,visa
24632019-04-0410:09:24,5439,2019-04-04,10:09:24,Cartão,5.0,debito,elo
24632019-04-0513:02:21,8327,2019-04-05,13:02:21,Cartão,7.0,voucher,ticket
24632019-04-0518:45:13,246,2019-04-05,18:45:13,Cartão,6.0,debito,elo
24632019-04-2409:38:57,0,2019-04-24,09:38:57,Dinheiro,6.0,voucher,ticket
24642019-04-0111:47:13,639,2019-04-01,11:47:13,Cartão,3.0,voucher,ticket
24642019-04-0515:29:52,8071,2019-04-05,15:29:52,Cartão,4.4,credito,elo
24642019-04-0617:22:32,5858,2019-04-06,17:22:32,Cartão,7.0,credito,elo
24642019-04-2914:59:51,451,2019-04-29,14:59:51,Cartão,6.2,credito,elo
24652019-04-0107:02:34,5163,2019-04-01,07:02:34,Cartão,6.0,voucher,sodexo
24652019-04-0417:26:07,29,2019-04-04,17:26:07,Cartão,5.0,credito,elo
24652019-04-0515:36:26,8243,2019-04-05,15:36:26,Cartão,6.0,debito,elo
24652019-04-2307:45:54,0,2019-04-23,07:45:54,Dinheiro,9.0,voucher,ticket
24662019-04-0113:35:00,8163,2019-04-01,13:35:00,Cartão,5.0,voucher,ticket
24662019-04-0412:25:22,5434,2019-04-04,12:25:22,Cartão,2.5,voucher,vr
24662019-04-0517:12:06,431,2019-04-05,17:12:06,Cartão,6.0,voucher,sodexo
24662019-04-2411:12:16,0,2019-04-24,11:12:16,Dinheiro,6.0,credito,mastercard
24672019-04-0212:14:51,697,2019-04-02,12:14:51,Cartão,6.0,voucher,sodexo
24672019-04-0313:53:24,8018,2019-04-03,13:53:24,Cartão,4.5,voucher,alelo
24672019-04-0510:33:51,5219,2019-04-05,10:33:51,Cartão,4.25,voucher,sodexo
24672019-04-2419:03:54,0,2019-04-24,19:03:54,Dinheiro,7.65,debito,visa
24682019-04-0113:22:45,622,2019-04-01,13:22:45,Cartão,5.0,voucher,alelo
24682019-04-0210:43:58,8087,2019-04-02,10:43:58,Cartão,4.5,credito,mastercard
24682019-04-0612:52:41,5201,2019-04-06,12:52:41,Cartão,7.5,voucher,vr
24682019-04-2212:59:18,0,2019-04-22,12:59:18,Dinheiro,5.0,debito,mastercard
24692019-04-0115:06:33,731,2019-04-01,15:06:33,Cartão,6.0,voucher,vr
24692019-04-0311:33:06,5627,2019-04-03,11:33:06,Cartão,4.4,debito,visa
24692019-04-0513:44:07,8371,2019-04-05,13:44:07,Cartão,8.25,voucher,vr
24692019-04-2719:43:51,0,2019-04-27,19:43:51,Dinheiro,9.0,voucher,vr
24702019-04-0112:01:20,8,2019-04-01,12:01:20,Cartão,9.7,debito,elo
24702019-04-0509:28:14,5768,2019-04-05,09:28:14,Cartão,4.0,credito,visa
24702019-04-0509:51:40,8177,2019-04-05,09:51:40,Cartão,6.0,voucher,ticket
24702019-04-2909:22:12,631,2019-04-29,09:22:12,Cartão,3.5,debito,elo
24712019-04-0109:37:37,5515,2019-04-01,09:37:37,Cartão,3.0,voucher,alelo
24712019-04-0118:46:59,500,2019-04-01,18:46:59,Cartão,2.2,voucher,vr
24712019-04-0313:59:44,8015,2019-04-03,13:59:44,Cartão,3.0,voucher,alelo
24712019-04-2710:09:25,0,2019-04-27,10:09:25,Dinheiro,6.0,debito,visa
2472019-04-0112:01:39,8221,2019-04-01,12:01:39,Cartão,6.0,debito,elo
2472019-04-0119:04:32,178,2019-04-01,19:04:32,Cartão,2.5,voucher,sodexo
2472019-04-0317:04:53,5704,2019-04-03,17:04:53,Cartão,8.5,debito,elo
2472019-04-0612:39:58,44,2019-04-06,12:39:58,Cartão,5.0,voucher,vr
2472019-04-0703:53:03,0,2019-04-07,03:53:03,Dinheiro,10.5,voucher,vr
2472019-04-0708:32:01,0,2019-04-07,08:32:01,Dinheiro,5.0,debito,visa
2472019-04-0713:29:08,403,2019-04-07,13:29:08,Cartão,3.1,debito,mastercard
2472019-04-0807:10:19,0,2019-04-08,07:10:19,Dinheiro,2.2,voucher,alelo
2472019-04-0810:58:27,5055,2019-04-08,10:58:27,Cartão,5.0,voucher,sodexo
2472019-04-0814:32:41,124,2019-04-08,14:32:41,Cartão,11.25,voucher,vr
2472019-04-0907:52:52,5246,2019-04-09,07:52:52,Cartão,8.96,voucher,ticket
2472019-04-0910:52:32,8027,2019-04-09,10:52:32,Cartão,4.0,voucher,alelo
2472019-04-0915:16:31,0,2019-04-09,15:16:31,Dinheiro,2.5,debito,mastercard
2472019-04-1008:25:57,0,2019-04-10,08:25:57,Dinheiro,20.75,credito,visa
2472019-04-1008:45:35,5895,2019-04-10,08:45:35,Cartão,5.0,credito,elo
2472019-04-1009:10:12,249,2019-04-10,09:10:12,Cartão,2.5,credito,visa
2472019-04-1108:36:24,8310,2019-04-11,08:36:24,Cartão,3.5,voucher,ticket
2472019-04-1109:22:21,5459,2019-04-11,09:22:21,Cartão,4.0,voucher,sodexo
2472019-04-1117:54:24,168,2019-04-11,17:54:24,Cartão,6.8,voucher,ticket
2472019-04-1208:17:52,5760,2019-04-12,08:17:52,Cartão,2.5,voucher,sodexo
2472019-04-1209:56:34,8444,2019-04-12,09:56:34,Cartão,20.0,voucher,alelo
2472019-04-1218:33:48,679,2019-04-12,18:33:48,Cartão,10.1,debito,visa
2472019-04-1310:08:51,0,2019-04-13,10:08:51,Dinheiro,13.95,voucher,vr
2472019-04-1312:51:26,0,2019-04-13,12:51:26,Dinheiro,6.0,credito,elo
2472019-04-1313:14:23,0,2019-04-13,13:14:23,Dinheiro,7.0,voucher,sodexo
2472019-04-1409:45:48,0,2019-04-14,09:45:48,Dinheiro,3.0,debito,mastercard
2472019-04-1415:11:56,469,2019-04-14,15:11:56,Cartão,3.0,debito,visa
2472019-04-1416:27:23,0,2019-04-14,16:27:23,Dinheiro,14.6,voucher,alelo
2472019-04-1707:20:23,0,2019-04-17,07:20:23,Dinheiro,2.55,voucher,ticket
2472019-04-1810:14:19,0,2019-04-18,10:14:19,Dinheiro,2.2,debito,mastercard
2472019-04-1910:07:28,8146,2019-04-19,10:07:28,Cartão,10.6,debito,visa
2472019-04-2008:08:03,0,2019-04-20,08:08:03,Dinheiro,5.05,voucher,ticket
2472019-04-2110:11:08,0,2019-04-21,10:11:08,Dinheiro,25.1,debito,elo
2472019-04-2115:11:56,469,2019-04-21,15:11:56,Cartão,3.0,debito,visa
2472019-04-2409:44:00,8406,2019-04-24,09:44:00,Cartão,3.25,credito,elo
2472019-04-2507:48:01,0,2019-04-25,07:48:01,Dinheiro,12.3,credito,elo
2472019-04-2709:34:26,0,2019-04-27,09:34:26,Dinheiro,18.55,debito,visa
2472019-04-2710:18:32,0,2019-04-27,10:18:32,Dinheiro,5.1,credito,visa
2472019-04-2711:50:58,451,2019-04-27,11:50:58,Cartão,10.75,credito,mastercard
2472019-04-2808:35:29,0,2019-04-28,08:35:29,Dinheiro,5.1,voucher,ticket
2472019-04-2916:54:06,5803,2019-04-29,16:54:06,Cartão,5.0,debito,visa
24722019-04-0518:06:43,554,2019-04-05,18:06:43,Cartão,2.2,debito,elo
24722019-04-0607:16:48,5639,2019-04-06,07:16:48,Cartão,2.5,debito,visa
24722019-04-0616:54:34,8163,2019-04-06,16:54:34,Cartão,4.4,debito,elo
24722019-04-2208:19:40,0,2019-04-22,08:19:40,Dinheiro,6.5,voucher,vr
24732019-04-0118:45:15,75,2019-04-01,18:45:15,Cartão,4.0,voucher,sodexo
24732019-04-0509:51:42,8132,2019-04-05,09:51:42,Cartão,2.2,credito,elo
24732019-04-0516:54:47,5507,2019-04-05,16:54:47,Cartão,7.5,debito,mastercard
24732019-04-2215:22:47,0,2019-04-22,15:22:47,Dinheiro,5.0,voucher,vr
24742019-04-0117:31:46,5811,2019-04-01,17:31:46,Cartão,5.0,voucher,alelo
24742019-04-0211:31:34,8180,2019-04-02,11:31:34,Cartão,4.9,debito,visa
24742019-04-0318:07:48,688,2019-04-03,18:07:48,Cartão,9.0,credito,elo
24742019-04-2615:45:15,0,2019-04-26,15:45:15,Dinheiro,2.5,voucher,vr
24752019-04-0107:45:51,5394,2019-04-01,07:45:51,Cartão,3.0,debito,elo
24752019-04-0317:03:52,64,2019-04-03,17:03:52,Cartão,4.25,voucher,sodexo
24752019-04-0608:52:57,8118,2019-04-06,08:52:57,Cartão,3.0,debito,elo
24752019-04-2608:38:48,120,2019-04-26,08:38:48,Cartão,3.0,voucher,ticket
24762019-04-0109:00:24,8164,2019-04-01,09:00:24,Cartão,7.5,credito,mastercard
24762019-04-0116:33:35,186,2019-04-01,16:33:35,Cartão,3.1,credito,elo
24762019-04-0118:25:22,5584,2019-04-01,18:25:22,Cartão,6.0,voucher,ticket
24762019-04-2607:07:30,0,2019-04-26,07:07:30,Dinheiro,8.5,voucher,alelo
24772019-04-0313:38:10,593,2019-04-03,13:38:10,Cartão,8.0,voucher,alelo
24772019-04-0408:01:47,8319,2019-04-04,08:01:47,Cartão,4.25,credito,mastercard
24772019-04-0408:19:33,5242,2019-04-04,08:19:33,Cartão,3.0,credito,elo
24772019-04-2612:24:42,0,2019-04-26,12:24:42,Dinheiro,4.0,debito,mastercard
24782019-04-0212:07:39,775,2019-04-02,12:07:39,Cartão,6.75,credito,mastercard
24782019-04-0411:11:06,5270,2019-04-04,11:11:06,Cartão,4.4,debito,mastercard
24782019-04-0618:33:41,8200,2019-04-06,18:33:41,Cartão,6.0,debito,visa
24782019-04-2215:41:34,0,2019-04-22,15:41:34,Dinheiro,5.1,voucher,vr
24792019-04-0118:00:54,8172,2019-04-01,18:00:54,Cartão,5.0,voucher,alelo
24792019-04-0314:49:54,505,2019-04-03,14:49:54,Cartão,6.0,credito,elo
24792019-04-0408:10:53,5138,2019-04-04,08:10:53,Cartão,4.25,debito,visa
24792019-04-2510:20:31,0,2019-04-25,10:20:31,Dinheiro,4.0,voucher,ticket
24802019-04-0112:35:13,340,2019-04-01,12:35:13,Cartão,8.4,voucher,sodexo
24802019-04-0409:16:58,5679,2019-04-04,09:16:58,Cartão,6.0,credito,mastercard
24802019-04-0618:49:01,8455,2019-04-06,18:49:01,Cartão,6.0,credito,mastercard
24802019-04-2414:09:58,0,2019-04-24,14:09:58,Dinheiro,10.25,voucher,vr
24812019-04-0215:59:37,770,2019-04-02,15:59:37,Cartão,3.5,credito,elo
24812019-04-0218:42:55,8106,2019-04-02,18:42:55,Cartão,8.5,debito,elo
24812019-04-0308:16:14,5496,2019-04-03,08:16:14,Cartão,9.5,debito,elo
24812019-04-2418:12:57,0,2019-04-24,18:12:57,Dinheiro,5.0,voucher,alelo
2482019-04-0107:22:41,5479,2019-04-01,07:22:41,Cartão,9.2,credito,visa
2482019-04-0114:30:49,416,2019-04-01,14:30:49,Cartão,6.0,credito,visa
2482019-04-0612:28:03,8494,2019-04-06,12:28:03,Cartão,5.0,debito,elo
2482019-04-0616:31:21,116,2019-04-06,16:31:21,Cartão,6.25,debito,visa
2482019-04-0708:31:17,0,2019-04-07,08:31:17,Dinheiro,3.1,voucher,ticket
2482019-04-0712:45:11,0,2019-04-07,12:45:11,Dinheiro,3.0,credito,visa
2482019-04-0716:39:59,670,2019-04-07,16:39:59,Cartão,7.0,debito,elo
2482019-04-0809:27:09,5181,2019-04-08,09:27:09,Cartão,6.0,voucher,vr
2482019-04-0811:16:54,8439,2019-04-08,11:16:54,Cartão,4.5,debito,visa
2482019-04-0815:57:42,0,2019-04-08,15:57:42,Dinheiro,9.5,voucher,sodexo
2482019-04-0907:31:26,0,2019-04-09,07:31:26,Dinheiro,5.0,debito,visa
2482019-04-0910:55:55,5049,2019-04-09,10:55:55,Cartão,32.5,voucher,alelo
2482019-04-0913:46:22,0,2019-04-09,13:46:22,Dinheiro,7.0,credito,mastercard
2482019-04-1008:31:07,0,2019-04-10,08:31:07,Dinheiro,6.0,debito,visa
2482019-04-1009:06:47,0,2019-04-10,09:06:47,Dinheiro,6.5,credito,elo
2482019-04-1010:08:31,0,2019-04-10,10:08:31,Dinheiro,5.0,voucher,alelo
2482019-04-1108:12:39,0,2019-04-11,08:12:39,Dinheiro,3.5,voucher,sodexo
2482019-04-1108:49:19,8248,2019-04-11,08:49:19,Cartão,6.0,voucher,ticket
2482019-04-1117:38:29,479,2019-04-11,17:38:29,Cartão,7.5,credito,elo
2482019-04-1208:15:23,8441,2019-04-12,08:15:23,Cartão,7.0,voucher,ticket
2482019-04-1209:40:07,0,2019-04-12,09:40:07,Dinheiro,5.7,voucher,sodexo
2482019-04-1217:45:59,571,2019-04-12,17:45:59,Cartão,7.0,debito,visa
2482019-04-1309:41:23,0,2019-04-13,09:41:23,Dinheiro,2.5,debito,elo
2482019-04-1314:51:54,0,2019-04-13,14:51:54,Dinheiro,4.55,voucher,sodexo
2482019-04-1316:24:20,5247,2019-04-13,16:24:20,Cartão,9.45,debito,visa
2482019-04-1409:58:16,0,2019-04-14,09:58:16,Dinheiro,7.0,voucher,ticket
2482019-04-1416:41:14,0,2019-04-14,16:41:14,Dinheiro,6.25,voucher,vr
2482019-04-1416:51:49,624,2019-04-14,16:51:49,Cartão,2.45,credito,elo
2482019-04-1610:10:04,0,2019-04-16,10:10:04,Dinheiro,3.0,credito,mastercard
2482019-04-1610:40:04,0,2019-04-16,10:40:04,Dinheiro,9.25,voucher,ticket
2482019-04-1908:19:15,5782,2019-04-19,08:19:15,Cartão,4.0,voucher,ticket
2482019-04-2007:35:21,5802,2019-04-20,07:35:21,Cartão,2.5,voucher,ticket
2482019-04-2008:12:41,0,2019-04-20,08:12:41,Dinheiro,4.75,voucher,sodexo
2482019-04-2009:25:48,0,2019-04-20,09:25:48,Dinheiro,6.0,debito,visa
2482019-04-2116:51:49,624,2019-04-21,16:51:49,Cartão,2.45,voucher,sodexo
2482019-04-2607:32:19,0,2019-04-26,07:32:19,Dinheiro,9.0,debito,elo
2482019-04-2610:19:05,0,2019-04-26,10:19:05,Dinheiro,3.0,debito,visa
2482019-04-2709:22:23,0,2019-04-27,09:22:23,Dinheiro,9.5,credito,visa
2482019-04-2710:40:36,8111,2019-04-27,10:40:36,Cartão,5.0,voucher,sodexo
2482019-04-2807:03:49,0,2019-04-28,07:03:49,Dinheiro,5.2,voucher,sodexo
2482019-04-2815:51:33,0,2019-04-28,15:51:33,Dinheiro,6.0,credito,mastercard
2482019-04-2914:12:26,5758,2019-04-29,14:12:26,Cartão,7.0,credito,mastercard
24822019-04-0217:10:24,8323,2019-04-02,17:10:24,Cartão,8.0,voucher,sodexo
24822019-04-0311:58:23,168,2019-04-03,11:58:23,Cartão,2.0,voucher,ticket
24822019-04-0613:21:13,5702,2019-04-06,13:21:13,Cartão,7.5,debito,mastercard
24822019-04-2907:33:56,0,2019-04-29,07:33:56,Dinheiro,10.5,debito,visa
24832019-04-0214:20:10,5761,2019-04-02,14:20:10,Cartão,3.75,debito,mastercard
24832019-04-0514:11:34,294,2019-04-05,14:11:34,Cartão,7.5,credito,visa
24832019-04-0611:03:06,8470,2019-04-06,11:03:06,Cartão,6.0,voucher,ticket
24832019-04-2912:15:08,0,2019-04-29,12:15:08,Dinheiro,5.1,debito,mastercard
24842019-04-0315:23:04,548,2019-04-03,15:23:04,Cartão,5.0,credito,visa
24842019-04-0512:29:11,5020,2019-04-05,12:29:11,Cartão,6.0,credito,mastercard
24842019-04-0613:13:48,8079,2019-04-06,13:13:48,Cartão,3.1,voucher,alelo
24842019-04-2418:50:23,705,2019-04-24,18:50:23,Cartão,7.5,debito,elo
24852019-04-0112:36:57,8451,2019-04-01,12:36:57,Cartão,3.75,credito,elo
24852019-04-0113:14:03,5864,2019-04-01,13:14:03,Cartão,9.0,credito,mastercard
24852019-04-0214:33:20,625,2019-04-02,14:33:20,Cartão,6.0,voucher,sodexo
24852019-04-2610:21:41,0,2019-04-26,10:21:41,Dinheiro,6.0,debito,elo
24862019-04-0112:47:37,95,2019-04-01,12:47:37,Cartão,2.5,voucher,vr
24862019-04-0115:23:25,5824,2019-04-01,15:23:25,Cartão,7.0,voucher,alelo
24862019-04-0612:34:02,8177,2019-04-06,12:34:02,Cartão,8.15,debito,visa
24862019-04-2411:22:58,0,2019-04-24,11:22:58,Dinheiro,6.25,voucher,alelo
24872019-04-0111:26:42,5221,2019-04-01,11:26:42,Cartão,3.5,credito,visa
24872019-04-0411:39:44,355,2019-04-04,11:39:44,Cartão,6.0,voucher,sodexo
24872019-04-0415:16:29,8414,2019-04-04,15:16:29,Cartão,8.5,voucher,vr
24872019-04-2413:36:51,211,2019-04-24,13:36:51,Cartão,4.25,voucher,alelo
24882019-04-0107:27:26,5635,2019-04-01,07:27:26,Cartão,6.0,voucher,sodexo
24882019-04-0317:00:28,8207,2019-04-03,17:00:28,Cartão,5.0,credito,elo
24882019-04-0518:36:58,82,2019-04-05,18:36:58,Cartão,8.5,debito,mastercard
24882019-04-2409:48:24,325,2019-04-24,09:48:24,Cartão,8.0,debito,elo
24892019-04-0218:37:22,547,2019-04-02,18:37:22,Cartão,3.0,credito,visa
24892019-04-0315:02:45,8301,2019-04-03,15:02:45,Cartão,8.0,debito,elo
24892019-04-0508:25:08,5501,2019-04-05,08:25:08,Cartão,4.0,debito,mastercard
24892019-04-2315:47:26,0,2019-04-23,15:47:26,Dinheiro,3.0,credito,elo
24902019-04-0108:09:09,5873,2019-04-01,08:09:09,Cartão,3.0,voucher,sodexo
24902019-04-0115:19:34,68,2019-04-01,15:19:34,Cartão,2.5,voucher,alelo
24902019-04-0515:40:34,8353,2019-04-05,15:40:34,Cartão,3.0,debito,mastercard
24902019-04-2913:34:35,100,2019-04-29,13:34:35,Cartão,4.25,voucher,alelo
24912019-04-0116:23:28,539,2019-04-01,16:23:28,Cartão,6.1,voucher,alelo
24912019-04-0309:09:30,8077,2019-04-03,09:09:30,Cartão,6.0,credito,visa
24912019-04-0613:56:30,5145,2019-04-06,13:56:30,Cartão,3.5,debito,elo
24912019-04-2410:02:10,0,2019-04-24,10:02:10,Dinheiro,7.0,debito,visa
2492019-04-0111:15:38,22,2019-04-01,11:15:38,Cartão,2.5,voucher,sodexo
2492019-04-0412:50:56,8148,2019-04-04,12:50:56,Cartão,3.0,voucher,vr
2492019-04-0417:01:03,5680,2019-04-04,17:01:03,Cartão,2.0,credito,visa
2492019-04-0616:09:48,714,2019-04-06,16:09:48,Cartão,2.5,credito,mastercard
2492019-04-0702:19:02,0,2019-04-07,02:19:02,Dinheiro,6.0,debito,elo
2492019-04-0711:03:20,8301,2019-04-07,11:03:20,Cartão,8.35,credito,elo
2492019-04-0717:11:45,375,2019-04-07,17:11:45,Cartão,2.0,voucher,sodexo
2492019-04-0807:28:03,0,2019-04-08,07:28:03,Dinheiro,4.9,debito,mastercard
2492019-04-0810:03:55,5656,2019-04-08,10:03:55,Cartão,2.5,debito,elo
2492019-04-0814:18:01,732,2019-04-08,14:18:01,Cartão,9.5,voucher,alelo
2492019-04-0910:55:08,5426,2019-04-09,10:55:08,Cartão,4.9,debito,visa
2492019-04-0910:59:51,0,2019-04-09,10:59:51,Dinheiro,2.0,debito,mastercard
2492019-04-0916:06:36,0,2019-04-09,16:06:36,Dinheiro,4.0,credito,elo
2492019-04-1008:07:40,707,2019-04-10,08:07:40,Cartão,8.4,debito,mastercard
2492019-04-1008:48:30,5785,2019-04-10,08:48:30,Cartão,3.1,credito,mastercard
2492019-04-1011:14:07,8406,2019-04-10,11:14:07,Cartão,5.85,voucher,alelo
2492019-04-1106:07:14,5669,2019-04-11,06:07:14,Cartão,7.5,credito,elo
2492019-04-1108:28:55,8183,2019-04-11,08:28:55,Cartão,6.0,credito,mastercard
2492019-04-1113:09:24,59,2019-04-11,13:09:24,Cartão,2.5,voucher,vr
2492019-04-1210:10:25,0,2019-04-12,10:10:25,Dinheiro,2.5,debito,mastercard
2492019-04-1210:23:42,5141,2019-04-12,10:23:42,Cartão,5.0,credito,elo
2492019-04-1212:15:49,681,2019-04-12,12:15:49,Cartão,7.0,voucher,sodexo
2492019-04-1309:14:33,0,2019-04-13,09:14:33,Dinheiro,12.3,debito,visa
2492019-04-1318:23:24,5471,2019-04-13,18:23:24,Cartão,3.0,debito,elo
2492019-04-1319:27:55,0,2019-04-13,19:27:55,Dinheiro,3.0,voucher,alelo
2492019-04-1408:32:43,0,2019-04-14,08:32:43,Dinheiro,6.75,voucher,ticket
2492019-04-1417:23:20,0,2019-04-14,17:23:20,Dinheiro,2.5,debito,mastercard
2492019-04-1417:41:01,98,2019-04-14,17:41:01,Cartão,8.5,credito,mastercard
2492019-04-1507:48:53,0,2019-04-15,07:48:53,Dinheiro,4.0,debito,mastercard
2492019-04-1906:49:17,5865,2019-04-19,06:49:17,Cartão,7.8,debito,elo
2492019-04-1907:48:53,0,2019-04-19,07:48:53,Dinheiro,4.0,voucher,ticket
2492019-04-1908:53:35,0,2019-04-19,08:53:35,Dinheiro,9.75,debito,visa
2492019-04-2009:31:59,5370,2019-04-20,09:31:59,Cartão,5.0,voucher,alelo
2492019-04-2009:39:10,0,2019-04-20,09:39:10,Dinheiro,2.2,credito,mastercard
2492019-04-2108:25:56,0,2019-04-21,08:25:56,Dinheiro,6.0,credito,visa
2492019-04-2117:41:01,98,2019-04-21,17:41:01,Cartão,8.5,debito,elo
2492019-04-2407:34:20,5060,2019-04-24,07:34:20,Cartão,3.0,voucher,sodexo
2492019-04-2410:53:29,0,2019-04-24,10:53:29,Dinheiro,3.5,credito,visa
2492019-04-2708:51:25,0,2019-04-27,08:51:25,Dinheiro,2.5,credito,visa
2492019-04-2708:51:36,0,2019-04-27,08:51:36,Dinheiro,3.1,voucher,alelo
2492019-04-2809:32:26,8155,2019-04-28,09:32:26,Cartão,7.25,credito,elo
2492019-04-2912:46:38,0,2019-04-29,12:46:38,Dinheiro,9.0,debito,elo
2492019-04-2915:09:19,5740,2019-04-29,15:09:19,Cartão,7.0,voucher,alelo
24922019-04-0315:37:29,454,2019-04-03,15:37:29,Cartão,7.0,debito,elo
24922019-04-0316:09:34,5253,2019-04-03,16:09:34,Cartão,2.2,voucher,ticket
24922019-04-0415:08:00,8433,2019-04-04,15:08:00,Cartão,3.0,credito,visa
24922019-04-2216:47:00,0,2019-04-22,16:47:00,Dinheiro,2.5,credito,mastercard
24932019-04-0413:56:40,5657,2019-04-04,13:56:40,Cartão,5.0,debito,visa
24932019-04-0513:21:16,707,2019-04-05,13:21:16,Cartão,3.0,voucher,alelo
24932019-04-0514:31:46,8413,2019-04-05,14:31:46,Cartão,3.0,credito,mastercard
24932019-04-2809:03:48,0,2019-04-28,09:03:48,Dinheiro,2.5,voucher,alelo
24942019-04-0114:22:49,247,2019-04-01,14:22:49,Cartão,8.0,debito,mastercard
24942019-04-0115:45:25,8066,2019-04-01,15:45:25,Cartão,3.0,credito,visa
24942019-04-0316:56:18,5163,2019-04-03,16:56:18,Cartão,6.0,debito,visa
24942019-04-2412:31:17,0,2019-04-24,12:31:17,Dinheiro,6.0,voucher,vr
24952019-04-0209:01:49,5176,2019-04-02,09:01:49,Cartão,4.0,debito,elo
24952019-04-0212:29:07,38,2019-04-02,12:29:07,Cartão,3.0,credito,mastercard
24952019-04-0516:15:21,8128,2019-04-05,16:15:21,Cartão,2.5,debito,mastercard
24952019-04-2919:27:48,0,2019-04-29,19:27:48,Dinheiro,3.0,credito,visa
24962019-04-0316:11:26,572,2019-04-03,16:11:26,Cartão,7.5,debito,visa
24962019-04-0416:41:37,5774,2019-04-04,16:41:37,Cartão,4.9,debito,visa
24962019-04-0618:07:17,8340,2019-04-06,18:07:17,Cartão,6.0,voucher,vr
24962019-04-2709:25:14,436,2019-04-27,09:25:14,Cartão,2.5,credito,mastercard
24972019-04-0310:21:16,8079,2019-04-03,10:21:16,Cartão,5.0,voucher,alelo
24972019-04-0314:48:23,5930,2019-04-03,14:48:23,Cartão,5.1,voucher,alelo
24972019-04-0515:50:17,50,2019-04-05,15:50:17,Cartão,3.75,voucher,alelo
24972019-04-2211:17:54,0,2019-04-22,11:17:54,Dinheiro,7.5,voucher,ticket
24982019-04-0209:38:47,5035,2019-04-02,09:38:47,Cartão,5.0,voucher,ticket
24982019-04-0315:15:01,542,2019-04-03,15:15:01,Cartão,11.0,credito,mastercard
24982019-04-0614:40:10,8314,2019-04-06,14:40:10,Cartão,2.2,credito,elo
24982019-04-2412:34:21,0,2019-04-24,12:34:21,Dinheiro,6.0,credito,mastercard
24992019-04-0116:29:30,5693,2019-04-01,16:29:30,Cartão,6.0,voucher,sodexo
24992019-04-0516:49:38,298,2019-04-05,16:49:38,Cartão,2.5,debito,elo
24992019-04-0615:31:18,8318,2019-04-06,15:31:18,Cartão,2.0,voucher,vr
24992019-04-2712:44:46,465,2019-04-27,12:44:46,Cartão,3.75,debito,elo
25002019-04-0212:59:43,8137,2019-04-02,12:59:43,Cartão,3.1,credito,elo
25002019-04-0515:43:42,726,2019-04-05,15:43:42,Cartão,6.2,debito,mastercard
25002019-04-0609:39:25,5570,2019-04-06,09:39:25,Cartão,3.5,voucher,ticket
25002019-04-2515:52:16,0,2019-04-25,15:52:16,Dinheiro,6.5,credito,visa
25012019-04-0111:07:09,5485,2019-04-01,11:07:09,Cartão,2.5,debito,visa
25012019-04-0310:59:41,8033,2019-04-03,10:59:41,Cartão,6.0,credito,elo
25012019-04-0313:02:08,799,2019-04-03,13:02:08,Cartão,6.0,voucher,sodexo
25012019-04-2618:52:19,600,2019-04-26,18:52:19,Cartão,5.25,debito,elo
2502019-04-0118:17:52,8197,2019-04-01,18:17:52,Cartão,3.0,voucher,vr
2502019-04-0317:55:49,117,2019-04-03,17:55:49,Cartão,6.0,voucher,alelo
2502019-04-0318:27:40,5285,2019-04-03,18:27:40,Cartão,6.0,voucher,alelo
2502019-04-0614:14:41,45,2019-04-06,14:14:41,Cartão,2.45,debito,elo
2502019-04-0702:48:59,0,2019-04-07,02:48:59,Dinheiro,3.0,voucher,ticket
2502019-04-0710:12:14,0,2019-04-07,10:12:14,Dinheiro,5.8,credito,mastercard
2502019-04-0718:03:40,354,2019-04-07,18:03:40,Cartão,6.0,credito,mastercard
